sep=,
vehicle_count,fps
14,162.4101
14,162.4728
14,160.2672
14,160.299
14,158.9967
14,157.9538
14,157.965
14,158.1229
14,157.2872
14,142.9038
14,126.7078
14,106.7409
14,97.90043
14,103.3543
14,106.1388
14,112.3703
14,114.9146
14,120.0192
14,121.4676
14,121.6049
14,118.9772
14,117.5111
14,116.6503
14,110.0747
14,109.7101
14,110.4155
14,109.343
14,110.3206
14,110.9175
14,111.7567
14,107.7378
14,110.6104
14,109.6613
14,112.6608
14,110.6897
14,111.5309
14,112.7556
14,113.9385
14,110.822
14,114.3476
14,114.1876
14,117.6701
14,119.7815
14,124.0698
14,122.7245
14,127.5509
14,122.8189
14,126.7678
14,128.9373
14,133.091
14,135.8094
14,134.9317
14,136.8749
14,136.6793
14,133.8608
14,140.4545
14,135.4981
14,140.6577
14,138.1978
14,141.6428
14,142.3461
14,139.4743
14,142.4256
14,139.4696
14,142.6835
14,142.1142
14,142.7204
14,146.0087
14,142.8068
14,146.1102
14,145.4014
14,145.3896
14,148.2139
14,145.224
14,148.1185
14,146.375
14,145.5375
14,149.2987
14,144.6536
14,148.9246
14,146.668
14,148.0651
14,150.2698
14,146.3598
14,149.9664
14,147.2983
14,148.9669
14,150.9922
14,146.9574
14,149.8122
14,147.3817
14,149.4643
14,150.9465
14,146.628
14,149.5926
14,147.9452
14,149.5928
14,152.1796
14,146.0755
14,149.4305
14,144.4788
14,148.3394
14,150.3109
14,146.3366
14,149.2572
14,145.0884
14,147.8578
14,147.2511
14,146.844
14,149.0939
14,145.343
14,148.7602
14,145.9789
14,147.8067
14,149.7976
14,145.8211
14,148.8276
14,147.2787
14,148.6272
14,150.2933
14,146.0463
14,149.2943
14,146.6867
14,148.4081
14,150.6002
14,146.4179
14,149.4007
14,147.0005
14,149.18
14,151.1161
14,146.3718
14,150.0149
14,146.6799
14,148.7392
14,151.1359
14,146.0414
14,150.6967
14,147.2821
14,148.2614
14,149.4688
14,146.6213
14,148.8998
14,144.7637
14,147.5579
14,145.7639
14,145.7524
14,147.383
14,142.9164
14,144.647
14,140.3445
14,143.4941
14,142.3385
14,142.605
14,144.9431
14,141.9104
14,145.0503
14,143.3249
14,144.4936
14,146.8227
14,143.3374
14,147.0123
14,143.8771
14,146.6025
14,148.3184
14,144.1663
14,147.9252
14,144.2861
14,146.993
14,148.2608
14,145.587
14,147.9379
14,143.575
14,146.3501
14,144.2221
14,145.439
14,147.1177
14,143.488
14,146.5889
14,141.8711
14,144.6689
14,146.279
14,143.4449
14,145.9979
14,143.0854
14,145.7063
14,142.2955
14,143.1085
14,145.5065
14,141.7055
14,145.0901
14,141.4859
14,144.6724
14,144.7739
14,143.7641
14,145.5668
14,141.8583
14,145.3837
14,143.1096
14,144.5286
14,146.8907
14,143.0184
14,145.3621
14,141.8841
14,144.6475
14,145.196
14,142.1162
14,144.6856
14,141.7619
14,144.4593
14,142.0144
14,143.7483
14,145.5345
14,142.3027
14,146.2071
14,143.0537
14,146.2565
14,148.2381
14,143.3046
14,147.5368
14,143.6319
14,146.7334
14,146.6319
14,145.7705
14,143.7701
14,143.0489
14,146.2362
14,143.6912
14,145.7326
14,147.3283
14,143.8258
14,147.4352
14,143.7142
14,146.8112
14,148.3648
14,145.23
14,148.6733
14,143.9043
14,147.5896
14,148.5615
14,145.4305
14,148.1601
14,144.4275
14,146.8446
14,140.9243
14,143.8394
14,143.3836
14,142.9963
14,145.4808
14,141.9323
14,144.8446
14,143.9856
14,144.1399
14,146.3064
14,142.579
14,144.77
14,142.2178
15,144.9794
15,147.0007
15,143.1799
15,146.8265
15,143.2972
15,146.1864
15,146.6681
15,145.1105
15,147.1869
15,143.4394
15,146.4537
15,145.2043
15,145.3735
15,147.9389
15,144.7812
15,147.1624
15,143.8538
15,146.1216
15,148.0902
15,142.547
15,146.8469
15,143.5486
15,146.2984
15,147.6243
15,141.2731
15,142.095
15,128.6747
15,128.6316
15,129.3905
15,126.9786
15,128.3892
15,122.9367
15,125.2704
15,123.3423
15,127.7293
15,125.9468
15,125.4519
15,131.0407
15,129.0627
15,131.6008
15,129.1052
15,132.3646
15,130.0402
15,134.2376
15,135.3334
15,135.2217
15,137.7639
15,135.1609
15,138.8388
15,137.7745
15,139.5154
15,142.143
15,138.9236
15,142.7395
15,135.0314
15,139.8313
15,138.4555
15,139.9564
15,142.1283
15,139.4629
15,142.0545
15,139.2805
15,143.2374
15,145.7297
15,142.7599
15,146.0078
15,143.0749
15,146.092
15,147.7421
15,144.8256
15,148.5235
15,144.8554
15,147.0532
15,147.1606
15,144.1492
15,146.1413
15,142.95
15,145.9277
15,143.1021
15,145.079
15,147.0267
15,143.6077
15,147.16
15,143.1926
15,145.966
15,147.9051
15,144.1674
15,146.9261
15,142.186
15,145.6133
15,142.0934
15,141.7526
15,143.5707
15,140.6844
15,66.38322
15,59.58601
